name,ascii_name,pop,timezone,country,lat,lng
Ōgaki,Ogaki,161539,Asia/Tokyo,JP,35.35,136.61667
Coquimbo,Coquimbo,161317,America/Santiago,CL,-29.95332,-71.33947
Jīnd,Jind,161260,Asia/Kolkata,IN,29.31577,76.31502
Đưc Trọng,GJuc Trong,161232,Asia/Ho_Chi_Minh,VN,11.73559,108.3733
Fort Collins,Fort Collins,161175,America/Denver,US,40.58526,-105.08442
Miyakonojō,Miyakonojo,161137,Asia/Tokyo,JP,31.73333,131.06667
Madhyamgram,Madhyamgram,161126,Asia/Kolkata,IN,22.68944,88.44594
Lancaster,Lancaster,161103,America/Los_Angeles,US,34.69804,-118.13674
Rubtsovsk,Rubtsovsk,161065,Asia/Barnaul,RU,51.51473,81.20613
Tacheng,Tacheng,161037,Asia/Urumqi,CN,46.74535,82.95847
Kindia,Kindia,161024,Africa/Conakry,GN,10.05692,-12.86576
Kalemie,Kalemie,160961,Africa/Lubumbashi,CD,-5.94749,29.19471
San Juan de los Morros,San Juan de los Morros,160868,America/Caracas,VE,9.91152,-67.35381
Sayama,Sayama,160843,Asia/Tokyo,JP,35.85295,139.41212
Sullana,Sullana,160789,America/Lima,PE,-4.90389,-80.68528
Szeged,Szeged,160766,Europe/Budapest,HU,46.253,20.14824
Malakal,Malakal,160765,Africa/Juba,SS,9.53342,31.66049
La Gi,La Gi,160652,Asia/Ho_Chi_Minh,VN,10.65993,107.77206
Phan Thiết,Phan Thiet,160652,Asia/Ho_Chi_Minh,VN,10.92889,108.10208
Anderlecht,Anderlecht,160553,Europe/Brussels,BE,50.83619,4.31454
Mytishchi,Mytishchi,160542,Europe/Moscow,RU,55.91099,37.72964
Delegación Cuajimalpa de Morelos,Delegacion Cuajimalpa de Morelos,160491,America/Mexico_City,MX,19.3692,-99.29089
Hebron,Hebron,160470,Asia/Hebron,PS,31.52935,35.0938
Mejicanos,Mejicanos,160317,America/El_Salvador,SV,13.72397,-89.188
Jāmuria,Jamuria,160242,Asia/Kolkata,IN,23.70468,87.07872
Koudougou,Koudougou,160239,Africa/Ouagadougou,BF,12.25263,-2.36272
Chapecó,Chapeco,160157,America/Sao_Paulo,BR,-27.09639,-52.61833
Taunggyi,Taunggyi,160115,Asia/Yangon,MM,20.78919,97.03776
Dhamār,Dhamar,160114,Asia/Aden,YE,14.54274,44.40514
İskenderun,Iskenderun,159965,Europe/Istanbul,TR,36.58718,36.17347
Salavat,Salavat,159893,Asia/Yekaterinburg,RU,53.38365,55.90773
Manzanillo,Manzanillo,159853,America/Mexico_City,MX,19.11695,-104.34214
Jalapa,Jalapa,159840,America/Guatemala,GT,14.63472,-89.98889
Cary,Cary,159769,America/New_York,US,35.79154,-78.78112
Skudai,Skudai,159733,Asia/Kuala_Lumpur,MY,1.53741,103.65779
Tahoua,Tahoua,159468,Africa/Niamey,NE,14.8888,5.2692
Alexandria,Alexandria,159467,America/New_York,US,38.80484,-77.04692
Puthia,Puthia,159406,Asia/Dhaka,BD,24.36537,88.83431
Zhicheng,Zhicheng,159383,Asia/Shanghai,CN,30.29556,111.50472
Lawang,Lawang,159380,Asia/Jakarta,ID,-7.8353,112.6947
Limuru,Limuru,159314,Africa/Nairobi,KE,-1.1136,36.64205
San Miguel del Padrón,San Miguel del Padron,159273,America/Havana,CU,23.09544,-82.32669
Tarija,Tarija,159269,America/La_Paz,BO,-21.53549,-64.72956
Baubau,Baubau,159248,Asia/Makassar,ID,-5.4633,122.6024
Oldenburg,Oldenburg,159218,Europe/Berlin,DE,53.14118,8.21467
Catamarca,Catamarca,159139,America/Argentina/Catamarca,AR,-28.46957,-65.78524
Tochigi,Tochigi,159056,Asia/Tokyo,JP,36.38333,139.73333
Khoroshëvo-Mnevniki,Khoroshevo-Mnevniki,159000,Europe/Moscow,RU,55.78363,37.47137
Bibirevo,Bibirevo,159000,Europe/Moscow,RU,55.88333,37.6
Osan,Osan,158978,Asia/Seoul,KR,37.15222,127.07056
Bordj Bou Arreridj,Bordj Bou Arreridj,158812,Africa/Algiers,DZ,36.07389,4.76139
Dīla,Dila,158800,Africa/Addis_Ababa,ET,6.41667,38.31667
Andong,Andong,158765,Asia/Seoul,KR,36.56636,128.72275
Nijmegen,Nijmegen,158732,Europe/Amsterdam,NL,51.8425,5.85278
Jaigaon,Jaigaon,158664,Asia/Kolkata,IN,26.84766,89.37558
Grenoble,Grenoble,158552,Europe/Paris,FR,45.17869,5.71479
Sāmarrā’,Samarra',158508,Asia/Baghdad,IQ,34.1959,43.88568
Rzeszów,Rzeszow,158382,Europe/Warsaw,PL,50.04132,21.99901
Tempe Junction,Tempe Junction,158368,America/Phoenix,US,33.41421,-111.94348
Palmdale,Palmdale,158351,America/Los_Angeles,US,34.57943,-118.11646
George Town,George Town,158336,Asia/Kuala_Lumpur,MY,5.41123,100.33543
El Achir,El Achir,158333,Africa/Algiers,DZ,36.06386,4.62744
Barreiras,Barreiras,158292,America/Bahia,BR,-12.15278,-44.99
Hayward,Hayward,158289,America/Los_Angeles,US,37.66882,-122.0808
Orai,Orai,158265,Asia/Kolkata,IN,25.99023,79.45334
Thốt Nốt,Thot Not,158225,Asia/Ho_Chi_Minh,VN,10.27213,105.5338
Gweru,Gweru,158200,Africa/Harare,ZW,-19.45,29.81667
Centro Habana,Centro Habana,158151,America/Havana,CU,23.13833,-82.36417
Hoshiārpur,Hoshiarpur,158142,Asia/Kolkata,IN,31.53723,75.91269
San Cristóbal de las Casas,San Cristobal de las Casas,158027,America/Mexico_City,MX,16.73176,-92.64126
Dijon,Dijon,158002,Europe/Paris,FR,47.31667,5.01667
Gol’yanovo,Gol'yanovo,158000,Europe/Moscow,RU,55.82299,37.81306
Sobral,Sobral,157996,America/Fortaleza,BR,-3.68611,-40.34972
Sunggal,Sunggal,157914,Asia/Jakarta,ID,3.5765,98.6151
Admiralteisky,Admiralteisky,157897,Europe/Moscow,RU,59.923,30.3
Greater Sudbury,Greater Sudbury,157857,America/Toronto,CA,46.49,-80.99001
Ueda,Ueda,157480,Asia/Tokyo,JP,36.40265,138.28161
Aberdeen,Aberdeen,157400,Asia/Hong_Kong,HK,22.24802,114.15289
George,George,157394,Africa/Johannesburg,ZA,-33.963,22.46173
Salinas,Salinas,157380,America/Los_Angeles,US,36.67774,-121.6555
San Blas-Canillejas,San Blas-Canillejas,157367,Europe/Madrid,ES,40.43893,-3.61537
Cuautla,Cuautla,157336,America/Mexico_City,MX,18.8106,-98.93525
Salzburg,Salzburg,157245,Europe/Vienna,AT,47.79941,13.04399
Perbaungan,Perbaungan,157174,Asia/Jakarta,ID,3.5679,98.956
Pallāvaram,Pallavaram,157145,Asia/Kolkata,IN,12.96796,80.15025
Ussuriysk,Ussuriysk,157068,Asia/Vladivostok,RU,43.80291,131.94578
Nanpiao,Nanpiao,157044,Asia/Shanghai,CN,41.09822,120.74792
Livorno,Livorno,157017,Europe/Rome,IT,43.54427,10.32615
Río Cuarto,Rio Cuarto,157010,America/Argentina/Cordoba,AR,-33.13044,-64.35272
Harar,Harar,157000,Africa/Addis_Ababa,ET,9.31387,42.11815
Tiraspol,Tiraspol,157000,Europe/Chisinau,MD,46.84274,29.62909
Ciudad Ojeda,Ciudad Ojeda,156957,America/Caracas,VE,10.20161,-71.3148
Shikarpur,Shikarpur,156901,Asia/Karachi,PK,27.95558,68.63823
Enfield Town,Enfield Town,156858,Europe/London,GB,51.65147,-0.08497
Westonaria,Westonaria,156831,Africa/Johannesburg,ZA,-26.31905,27.6486
Matsue,Matsue,156811,Asia/Tokyo,JP,35.48333,133.05
Lizhi,Lizhi,156753,Asia/Shanghai,CN,29.70317,107.39521
Qalyub,Qalyub,156363,Africa/Cairo,EG,30.17922,31.2056
Escuintla,Escuintla,156313,America/Guatemala,GT,14.3009,-90.78581
Batu Pahat,Batu Pahat,156236,Asia/Kuala_Lumpur,MY,1.8548,102.9325
San Pablo de las Salinas,San Pablo de las Salinas,156191,America/Mexico_City,MX,19.66658,-99.09477
Lampang,Lampang,156139,Asia/Bangkok,TH,18.29232,99.49277
York,York,156135,Europe/London,GB,53.95763,-1.08271
Juja,Juja,156041,Africa/Nairobi,KE,-1.10148,37.0132
Fès al Bali,Fes al Bali,156000,Africa/Casablanca,MA,34.0701,-4.95473
Nek’emtē,Nek'emte,156000,Africa/Addis_Ababa,ET,9.08333,36.55
Örebro,OErebro,155989,Europe/Stockholm,SE,59.27412,15.2066
Katsuta,Katsuta,155968,Asia/Tokyo,JP,36.38333,140.53333
Malabo,Malabo,155963,Africa/Malabo,GQ,3.75578,8.78166
Yizhou,Yizhou,155872,Asia/Shanghai,CN,24.5,108.66667
Sunnyvale,Sunnyvale,155805,America/Los_Angeles,US,37.36883,-122.03635
Tema,Tema,155782,Africa/Accra,GH,5.6698,-0.01657
Yichun,Yichun,155762,Asia/Shanghai,CN,47.72143,128.87529
Itajaí,Itajai,155716,America/Sao_Paulo,BR,-26.90778,-48.66194
Ar Ramthā,Ar Ramtha,155693,Asia/Amman,JO,32.55873,36.00816
Hanumāngarh,Hanumangarh,155687,Asia/Kolkata,IN,29.58182,74.32938
Salamanca,Salamanca,155619,Europe/Madrid,ES,40.96882,-5.66388
Zemun,Zemun,155591,Europe/Belgrade,RS,44.8458,20.40116
Telford,Telford,155570,Europe/London,GB,52.67659,-2.44926
Kisi,Kisi,155510,Africa/Lagos,NG,9.08297,3.85196
Ilhéus,Ilheus,155499,America/Bahia,BR,-14.79364,-39.03949
Villa Canales,Villa Canales,155423,America/Guatemala,GT,14.48285,-90.53425
Guyong,Guyong,155391,Asia/Manila,PH,14.8361,120.97844
Settat,Settat,155333,Africa/Casablanca,MA,33.00103,-7.61662
Gyeongju,Gyeongju,155237,Asia/Seoul,KR,35.84278,129.21167
Port Louis,Port Louis,155226,Indian/Mauritius,MU,-20.16194,57.49889
Tauranga,Tauranga,155200,Pacific/Auckland,NZ,-37.68611,176.16667
Kawanishi,Kawanishi,155165,Asia/Tokyo,JP,34.81667,135.41667
Bima,Bima,155140,Asia/Makassar,ID,-8.46006,118.72667
Al Ḩawāmidīyah,Al Hawamidiyah,155055,Africa/Cairo,EG,29.9,31.25
Tetuán de las Victorias,Tetuan de las Victorias,155000,Europe/Madrid,ES,40.45975,-3.6975
Lianghu,Lianghu,155000,Asia/Shanghai,CN,29.99152,120.89845
Beipiao,Beipiao,154999,Asia/Shanghai,CN,41.79194,120.77917
Guangshui,Guangshui,154771,Asia/Shanghai,CN,31.6199,113.9978
Saint-Denis,Saint-Denis,154765,Indian/Reunion,RE,-20.88231,55.4504
Middelburg,Middelburg,154706,Africa/Johannesburg,ZA,-25.77507,29.46482
Lyubertsy,Lyubertsy,154650,Europe/Moscow,RU,55.67719,37.89322
Hitachi-Naka,Hitachi-Naka,154631,Asia/Tokyo,JP,36.39659,140.53479
Bumba,Bumba,154586,Africa/Kinshasa,CD,2.18771,22.46827
Miskolc,Miskolc,154521,Europe/Budapest,HU,48.10306,20.77806
La Serena,La Serena,154521,America/Santiago,CL,-29.90453,-71.24894
Abū Kabīr,Abu Kabir,154466,Africa/Cairo,EG,30.72508,31.67148
Fu’an,Fu'an,154439,Asia/Shanghai,CN,27.09131,119.64446
Kitengela,Kitengela,154436,Africa/Nairobi,KE,-1.47612,36.96144
Frisco,Frisco,154407,America/Chicago,US,33.15067,-96.82361
Zhaodong,Zhaodong,154406,Asia/Shanghai,CN,46.05223,125.9552
Janzūr,Janzur,154389,Africa/Tripoli,LY,32.81868,13.01727
Xai-Xai,Xai-Xai,154356,Africa/Maputo,MZ,-25.05194,33.64417
Springfield,Springfield,154341,America/New_York,US,42.10148,-72.58981
Kovrov,Kovrov,154224,Europe/Moscow,RU,56.35752,41.31893
Viranşehir,Viransehir,154163,Europe/Istanbul,TR,37.22349,39.75519
Noda,Noda,154114,Asia/Tokyo,JP,35.94897,139.86793
Tottori,Tottori,154098,Asia/Tokyo,JP,35.5,134.23333
San Cristóbal,San Cristobal,154040,America/Santo_Domingo,DO,18.41667,-70.1
East Chattanooga,East Chattanooga,154024,America/New_York,US,35.06535,-85.24912
Limassol,Limassol,154000,Asia/Nicosia,CY,34.68406,33.03794
Pasadena,Pasadena,153784,America/Chicago,US,29.69106,-95.2091
Alandur,Alandur,153775,Asia/Kolkata,IN,13.0025,80.20611
Mīt Ghamr,Mit Ghamr,153754,Africa/Cairo,EG,30.71524,31.2592
Sanshui,Sanshui,153714,Asia/Shanghai,CN,23.15486,112.89161
Guna,Guna,153689,Asia/Kolkata,IN,24.64691,77.3113
Hafizabad,Hafizabad,153656,Asia/Karachi,PK,32.07095,73.68802
Enschede,Enschede,153655,Europe/Amsterdam,NL,52.21833,6.89583
Angra dos Reis,Angra dos Reis,153635,America/Sao_Paulo,BR,-23.00667,-44.31806
Bahādurgarh,Bahadurgarh,153613,Asia/Kolkata,IN,28.69287,76.93555
Boshan,Boshan,153596,Asia/Shanghai,CN,36.48333,117.83333
Hazāribāgh,Hazaribagh,153595,Asia/Kolkata,IN,23.99241,85.36162
Yangchun,Yangchun,153547,Asia/Shanghai,CN,22.16667,111.78333
Bharūch,Bharuch,153528,Asia/Kolkata,IN,21.69482,72.9805
Souk Ahras,Souk Ahras,153479,Africa/Algiers,DZ,36.28639,7.95111
Medinīpur,Medinipur,153349,Asia/Kolkata,IN,22.42114,87.32257
Pomona,Pomona,153266,America/Los_Angeles,US,34.05529,-117.75228
Valle de La Pascua,Valle de La Pascua,153136,America/Caracas,VE,9.21554,-66.00734
Kreuzberg,Kreuzberg,153135,Europe/Berlin,DE,52.49973,13.40338
Chincha Alta,Chincha Alta,153076,America/Lima,PE,-13.40985,-76.13235
Cairns,Cairns,153075,Australia/Brisbane,AU,-16.92366,145.76613
Fyzābād,Fyzabad,153047,Asia/Kolkata,IN,26.77549,82.15018
Dinapore,Dinapore,152940,Asia/Kolkata,IN,25.63705,85.04794
Dingzhou,Dingzhou,152934,Asia/Shanghai,CN,38.51473,114.9868
Rondonópolis,Rondonopolis,152912,America/Cuiaba,BR,-16.47083,-54.63556
As Samawah,As Samawah,152890,Asia/Baghdad,IQ,31.33198,45.2944
Washington Heights,Washington Heights,152613,America/New_York,US,40.8501,-73.93541
Lakewood,Lakewood,152597,America/Denver,US,39.70471,-105.08137
Baqubah,Baqubah,152550,Asia/Baghdad,IQ,33.75403,44.60518
Logroño,Logrono,152485,Europe/Madrid,ES,42.46667,-2.45
Neuss,Neuss,152457,Europe/Berlin,DE,51.19807,6.68504
Chenghua,Chenghua,152453,Asia/Shanghai,CN,23.46132,116.77007
Songnim-ni,Songnim-ni,152425,Asia/Pyongyang,KP,38.76349,125.64096
Silchar,Silchar,152393,Asia/Kolkata,IN,24.82733,92.79787
Bānda,Banda,152218,Asia/Kolkata,IN,25.47758,80.33491
Cần Giuộc,Can Giuoc,152200,Asia/Ho_Chi_Minh,VN,10.60857,106.67135
Balvanera,Balvanera,152198,America/Argentina/Buenos_Aires,AR,-34.61032,-58.39766
Longfeng,Longfeng,152074,Asia/Shanghai,CN,46.53168,125.1038
Morena,Morena,152004,Asia/Kolkata,IN,26.49892,77.99534
Strogino,Strogino,152000,Europe/Moscow,RU,55.81838,37.41224
Bảo Lộc,Bao Loc,151915,Asia/Ho_Chi_Minh,VN,11.54798,107.80772
Sibiu,Sibiu,151894,Europe/Bucharest,RO,45.8,24.15
Ciudad Benito Juárez,Ciudad Benito Juarez,151893,America/Monterrey,MX,25.64724,-100.09582
Bintulu,Bintulu,151617,Asia/Kuching,MY,3.16667,113.03333
Itapecerica da Serra,Itapecerica da Serra,151605,America/Sao_Paulo,BR,-23.71694,-46.84917
Parepare,Parepare,151454,Asia/Makassar,ID,-4.0135,119.6255
Akhmīm,Akhmim,151430,Africa/Cairo,EG,26.5622,31.74566
Kohat,Kohat,151427,Asia/Karachi,PK,33.58196,71.44929
Tonk,Tonk,151331,Asia/Kolkata,IN,26.16638,75.78824
Kansas City,Kansas City,151306,America/Chicago,US,39.11417,-94.62746
Girga,Girga,151256,Africa/Cairo,EG,26.33721,31.89295
Koforidua,Koforidua,151255,Africa/Accra,GH,6.09408,-0.25913
Saqqez,Saqqez,151237,Asia/Tehran,IR,36.24992,46.2735
Escondido,Escondido,151038,America/Los_Angeles,US,33.11921,-117.08642
Guarapuava,Guarapuava,150850,America/Sao_Paulo,BR,-25.39048,-51.46541
Rāj-Nāndgaon,Raj-Nandgaon,150755,Asia/Kolkata,IN,21.09687,81.0289
Erzincan,Erzincan,150714,Europe/Istanbul,TR,39.73919,39.49015
Kırşehir,Kirsehir,150700,Europe/Istanbul,TR,39.14583,34.16389
Ursynów,Ursynow,150668,Europe/Warsaw,PL,52.15051,21.05041
La Laguna,La Laguna,150661,Atlantic/Canary,ES,28.4853,-16.32014
Kokshetau,Kokshetau,150649,Asia/Almaty,KZ,53.28333,69.4
Serilingampalle,Serilingampalle,150525,Asia/Kolkata,IN,17.49313,78.30196
Chillán,Chillan,150396,America/Santiago,CL,-36.60664,-72.10344
Blitar,Blitar,150371,Asia/Jakarta,ID,-8.0983,112.1681
Virār,Virar,150357,Asia/Kolkata,IN,19.45591,72.81136
Piedras Negras,Piedras Negras,150178,America/Matamoros,MX,28.70007,-100.52353
Kızıltepe,Kiziltepe,150174,Europe/Istanbul,TR,37.18836,40.57723
Astoria,Astoria,150165,America/New_York,US,40.77205,-73.93014
Balashikha,Balashikha,150103,Europe/Moscow,RU,55.79479,37.94794
Poole,Poole,150092,Europe/London,GB,50.71429,-1.98458
Vryheid,Vryheid,150012,Africa/Johannesburg,ZA,-27.76952,30.79165
Dili,Dili,150000,Asia/Dili,TL,-8.55861,125.57361
Zhulebino,Zhulebino,150000,Europe/Moscow,RU,55.7,37.85
Gimcheon,Gimcheon,150000,Asia/Seoul,KR,36.12176,128.11981
Malkajgiri,Malkajgiri,150000,Asia/Kolkata,IN,17.44781,78.52633
Tordher,Tordher,150000,Asia/Karachi,PK,33.99047,72.2863
Shāntipur,Shantipur,149983,Asia/Kolkata,IN,23.24723,88.43302
Playa del Carmen,Playa del Carmen,149923,America/Cancun,MX,20.6274,-87.07987
Split,Split,149830,Europe/Zagreb,HR,43.50891,16.43915
Hollywood,Hollywood,149728,America/New_York,US,26.0112,-80.14949
Madrid Centro,Madrid Centro,149718,Europe/Madrid,ES,40.41831,-3.70275
Agadez,Agadez,149549,Africa/Niamey,NE,16.97333,7.99111
Burnley,Burnley,149422,Europe/London,GB,53.8,-2.23333
Reẖovot,Rehovot,149392,Asia/Jerusalem,IL,31.89421,34.81199
Watampone,Watampone,149336,Asia/Makassar,ID,-4.5386,120.3279
Sabha,Sabha,149329,Africa/Tripoli,LY,27.03766,14.42832
Disūq,Disuq,149291,Africa/Cairo,EG,31.13259,30.64784
Cagliari,Cagliari,149257,Europe/Rome,IT,39.23054,9.11917
Borough Park,Borough Park,149248,America/New_York,US,40.63399,-73.99681
Harrow,Harrow,149246,Europe/London,GB,51.57835,-0.33208
Berrechid,Berrechid,149201,Africa/Casablanca,MA,33.26553,-7.58754
Huddersfield,Huddersfield,149017,Europe/London,GB,53.64904,-1.78416
Ārabī,Arabi,148933,Africa/Addis_Ababa,ET,9.96278,42.49278
Kerch,Kerch,148932,Europe/Simferopol,UA,45.35675,36.47542
Prenzlauer Berg,Prenzlauer Berg Bezirk,148878,Europe/Berlin,DE,52.53878,13.42443
Komaki,Komaki,148872,Asia/Tokyo,JP,35.28333,136.91667
Marvdasht,Marvdasht,148858,Asia/Tehran,IR,29.8742,52.8025
Melitopol,Melitopol,148851,Europe/Kyiv,UA,46.84735,35.38196
Dunhua,Dunhua,148844,Asia/Shanghai,CN,43.36954,128.22861
Arganzuela,Arganzuela,148797,Europe/Madrid,ES,40.40021,-3.69618
Yonago,Yonago,148720,Asia/Tokyo,JP,35.43333,133.33333
Ruqi,Ruqi,148702,Africa/Mogadishu,SO,9.97293,43.4276
Rimini,Rimini,148688,Europe/Rome,IT,44.05755,12.56528
Chingola,Chingola,148564,Africa/Lusaka,ZM,-12.52897,27.88382
Arar,Arar,148540,Asia/Riyadh,SA,30.97531,41.03808
Valencia,Valencia,148456,America/Los_Angeles,US,34.44361,-118.60953
Gyumri,Gyumri,148381,Asia/Yerevan,AM,40.7942,43.84528
Badajoz,Badajoz,148334,Europe/Madrid,ES,38.87789,-6.97061
Tama,Tama,148285,Asia/Tokyo,JP,35.6436,139.46844
Rockford,Rockford,148278,America/Chicago,US,42.27113,-89.094
Higashimurayama,Higashimurayama,148275,Asia/Tokyo,JP,35.75459,139.46852
El Limón,El Limon,148247,America/Caracas,VE,10.30589,-67.63212
Kalaban Koro,Kalaban Koro,148247,Africa/Bamako,ML,12.57329,-8.02907
Nîmes,Nimes,148236,Europe/Paris,FR,43.83665,4.35788
Dundee,Dundee,148210,Europe/London,GB,56.46913,-2.97489
Bārākpur,Barakpur,148174,Asia/Kolkata,IN,22.76602,88.36336
Botucatu,Botucatu,148130,America/Sao_Paulo,BR,-22.88583,-48.445
Sujiatun,Sujiatun,148113,Asia/Shanghai,CN,41.65917,123.33917
Caxias,Caxias,148072,America/Fortaleza,BR,-4.85889,-43.35611
Hạ Long,Ha Long,148066,Asia/Bangkok,VN,20.95045,107.07336
Astanajapura,Astanajapura,148047,Asia/Jakarta,ID,-6.8017,108.6311
Siguiri,Siguiri,148018,Africa/Conakry,GN,11.42282,-9.16852
Mbanza Kongo,Mbanza Kongo,148000,Africa/Luanda,AO,-6.26667,14.23833
East Hampton,East Hampton,147993,America/New_York,US,37.03737,-76.33161
Honggang,Honggang,147977,Asia/Shanghai,CN,46.3974,124.88447
Sarrià-Sant Gervasi,Sarria-Sant Gervasi,147912,Europe/Madrid,ES,41.40104,2.1394
Kiambu,Kiambu,147870,Africa/Nairobi,KE,-1.17139,36.83556
Clermont-Ferrand,Clermont-Ferrand,147865,Europe/Paris,FR,45.77969,3.08682
Joliet,Joliet,147861,America/Chicago,US,41.52519,-88.0834
Savannah,Savannah,147780,America/New_York,US,32.08354,-81.09983
Paterson,Paterson,147754,America/New_York,US,40.91677,-74.17181
Sant Andreu,Sant Andreu,147732,Europe/Madrid,ES,41.43541,2.18982
Salamanca,Salamanca,147707,Europe/Madrid,ES,40.42972,-3.67975
Kolomna,Kolomna,147690,Europe/Moscow,RU,55.07108,38.78399
Rafsanjān,Rafsanjan,147680,Asia/Tehran,IR,30.4067,55.9939
Mestre,Mestre,147662,Europe/Rome,IT,45.49167,12.24538
As Sālimīyah,As Salimiyah,147649,Asia/Kuwait,KW,29.33389,48.07611
Bridgeport,Bridgeport,147629,America/New_York,US,41.17923,-73.18945
Haarlem,Haarlem,147590,Europe/Amsterdam,NL,52.38084,4.63683
Musashino,Musashino,147492,Asia/Tokyo,JP,35.70611,139.55944
Kragujevac,Kragujevac,147473,Europe/Belgrade,RS,44.01667,20.91667
Shevchenko,Shevchenko,147443,Asia/Aqtau,KZ,43.64806,51.17222
Nilópolis,Nilopolis,147281,America/Sao_Paulo,BR,-22.8075,-43.41389
Darwin,Darwin,147255,Australia/Darwin,AU,-12.46113,130.84185
Iruma,Iruma,147166,Asia/Tokyo,JP,35.818,139.368
Kramatorsk,Kramatorsk,147145,Europe/Kyiv,UA,48.73049,37.58793
Kampong Pasir Ris,Kampong Pasir Ris,147110,Asia/Singapore,SG,1.37833,103.93194
Naperville,Naperville,147100,America/Chicago,US,41.78586,-88.14729
Manama,Manama,147074,Asia/Bahrain,BH,26.22787,50.58565
Buôn Ma Thuột,Buon Ma Thuot,146975,Asia/Ho_Chi_Minh,VN,12.66747,108.03775
Colima,Colima,146965,America/Mexico_City,MX,19.24997,-103.72714
Lárisa,Larisa,146926,Europe/Athens,GR,39.63689,22.41761
Nakhodka,Nakhodka,146920,Asia/Vladivostok,RU,42.81384,132.87348
Debre Birhan,Debre Birhan,146900,Africa/Addis_Ababa,ET,9.67954,39.53262
Târgu-Mureş,Targu-Mures,146863,Europe/Bucharest,RO,46.54245,24.55747
Gulu,Gulu,146858,Africa/Kampala,UG,2.77457,32.29899
Aix-en-Provence,Aix-en-Provence,146821,Europe/Paris,FR,43.5283,5.44973
Ambāla,Ambala,146787,Asia/Kolkata,IN,30.36099,76.79782
Cam Ranh,Cam Ranh,146771,Asia/Ho_Chi_Minh,VN,11.92144,109.15913
Matanzas,Matanzas,146733,America/Havana,CU,23.04111,-81.5775
Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,146598,Europe/Paris,FR,48.77186,2.01891
Blackburn,Blackburn,146521,Europe/London,GB,53.75,-2.48333
Ruda Śląska,Ruda Slaska,146189,Europe/Warsaw,PL,50.2584,18.85632
Nouadhibou,Nouadhibou,146048,Africa/Nouakchott,MR,20.94188,-17.03842
Puerto Plata,Puerto Plata,146000,America/Santo_Domingo,DO,19.79344,-70.6884
Boise,Boise,145987,America/Boise,US,43.6135,-116.20345
Chamberí,Chamberi,145934,Europe/Madrid,ES,40.43404,-3.70379
Krishnanagar,Krishnanagar,145926,Asia/Kolkata,IN,23.40576,88.49073
Xinji,Xinji,145911,Asia/Shanghai,CN,37.92595,115.21907
Jutiapa,Jutiapa,145880,America/Guatemala,GT,14.29167,-89.89583
Marabá,Maraba,145860,America/Belem,BR,-5.38146,-49.13232
Saharsa,Saharsa,145764,Asia/Kolkata,IN,25.87498,86.59611
Cambridge,Cambridge,145674,Europe/London,GB,52.2,0.11667
Kampung Pasir Gudang Baru,Kampung Pasir Gudang Baru,145639,Asia/Kuala_Lumpur,MY,1.4726,103.878
Cikampek,Cikampek,145620,Asia/Jakarta,ID,-6.41972,107.45583
Yamaguchi,Yamaguchi,145515,Asia/Tokyo,JP,34.18333,131.46667
Batāla,Batala,145468,Asia/Kolkata,IN,31.80921,75.20294
Médéa,Medea,145441,Africa/Algiers,DZ,36.26417,2.75393
Taishan,Taishan,145440,Asia/Shanghai,CN,22.25135,112.7799
El Eulma,El Eulma,145380,Africa/Algiers,DZ,36.15281,5.69016
Pécs,Pecs,145347,Europe/Budapest,HU,46.0725,18.23083
Concordia,Concordia,145210,America/Argentina/Cordoba,AR,-31.39195,-58.01706
Fujieda,Fujieda,145032,Asia/Tokyo,JP,34.86667,138.26667
Spanish Town,Spanish Town,145018,America/Jamaica,JM,17.99107,-76.95742
Blackpool,Blackpool,145007,Europe/London,GB,53.81667,-3.05
Urganch,Urganch,145000,Asia/Samarkand,UZ,41.55339,60.62057
Jhelum,Jhelum,145000,Asia/Karachi,PK,32.93448,73.73102
Barysaw,Barysaw,144945,Europe/Minsk,BY,54.2279,28.505
Bukoba,Bukoba,144938,Africa/Dar_es_Salaam,TZ,-1.33167,31.81222
Brest,Brest,144899,Europe/Paris,FR,48.39029,-4.48628
Stavanger,Stavanger,144877,Europe/Oslo,NO,58.97005,5.73332
Basildon,Basildon,144859,Europe/London,GB,51.56844,0.45782
Mesquite,Mesquite,144788,America/Chicago,US,32.7668,-96.59916
Huyện Lâm Hà,Huyen Lam Ha,144707,Asia/Ho_Chi_Minh,VN,11.81554,108.21444
Acheng,Acheng,144665,Asia/Shanghai,CN,45.54558,126.95191
León,Leon,144538,America/Managua,NI,12.43787,-86.87804
Le Mans,Le Mans,144515,Europe/Paris,FR,48.0021,0.20251
Jyväskylä,Jyvaeskylae,144477,Europe/Helsinki,FI,62.24147,25.72088
Elektrostal’,Elektrostal',144387,Europe/Moscow,RU,55.78647,38.45713
Yong’an,Yong'an,144314,Asia/Shanghai,CN,31.01894,109.45949
Huelva,Huelva,144258,Europe/Madrid,ES,37.26638,-6.94004
Navoiy,Navoiy,144158,Asia/Samarkand,UZ,40.08444,65.37917
Syracuse,Syracuse,144142,America/New_York,US,43.04812,-76.14742
Atibaia,Atibaia,144088,America/Sao_Paulo,BR,-23.11694,-46.55028
